time,G(i),H_sun,T2m,WS10m,,Price
20160205:1011,85.66,15.18,4.41,6.86,5/2/2016,25.51
20160205:1111,42.46,17.2,4.81,6.95,5/2/2016,20.9
20160205:1211,39.75,17.09,5.2,7.03,5/2/2016,20.37
20160205:1311,36.13,14.85,5.4,6.83,5/2/2016,19.88
20160205:1411,22.58,10.7,5.6,6.62,5/2/2016,19.74
20160205:1511,8.13,4.98,5.8,6.41,5/2/2016,19.7
20160205:1611,0,0,6.1,6.56,5/2/2016,19.88
20160205:1711,0,0,6.39,6.71,5/2/2016,21.05
20160205:1811,0,0,6.69,6.86,5/2/2016,20.41
20160205:1911,0,0,6.68,7.34,5/2/2016,19.71
20160205:2011,0,0,6.68,7.82,5/2/2016,19.12
20160205:2111,0,0,6.68,8.3,5/2/2016,18.41
20160205:2211,0,0,6.76,8.71,5/2/2016,17.89
20160205:2311,0,0,6.85,9.12,5/2/2016,17.35
20160206:0011,0,0,6.93,9.53,6/2/2016,9.97
20160206:0111,0,0,7.05,10.22,6/2/2016,15.55
20160206:0211,0,0,7.16,10.9,6/2/2016,16.01
20160206:0311,0,0,7.28,11.59,6/2/2016,14.33
20160206:0411,0,0,7.26,12.11,6/2/2016,13.78
20160206:0511,0,0,7.25,12.63,6/2/2016,13.98
20160206:0611,0,0,7.23,13.16,6/2/2016,15.05
20160206:0711,0,0,7.22,12.44,6/2/2016,16.08
20160206:0811,28.07,5.9,7.21,11.71,6/2/2016,16.32
20160206:0911,230.18,11.49,7.19,10.99,6/2/2016,16.58
20160206:1011,169.87,15.47,7.13,9.8,6/2/2016,16.74
20160206:1111,122.41,17.5,7.06,8.61,6/2/2016,16.5
20160206:1211,42.46,17.4,6.99,7.42,6/2/2016,16.09
20160206:1311,30.71,15.16,7.13,7.14,6/2/2016,15.48
20160206:1411,35.23,11,7.26,6.86,6/2/2016,15.37
20160206:1511,11.74,5.27,7.39,6.58,6/2/2016,15.29
20160206:1611,0,0,7.24,8.02,6/2/2016,16.85
20160206:1711,0,0,7.09,9.47,6/2/2016,17.93
20160206:1811,0,0,6.94,10.91,6/2/2016,17.81
20160206:1911,0,0,7.06,11.29,6/2/2016,17.19
20160206:2011,0,0,7.19,11.67,6/2/2016,16.07
20160206:2111,0,0,7.32,12.06,6/2/2016,12.71
20160206:2211,0,0,7.35,11.65,6/2/2016,15.04
20160206:2311,0,0,7.38,11.25,6/2/2016,11.74
20160207:0011,0,0,7.41,10.84,7/2/2016,5.01
20160207:0111,0,0,7.26,10.82,7/2/2016,5.98
20160207:0211,0,0,7.1,10.8,7/2/2016,5.62
20160207:0311,0,0,6.95,10.77,7/2/2016,3.05
20160207:0411,0,0,7.12,11,7/2/2016,0.93
20160207:0511,0,0,7.3,11.22,7/2/2016,0.08
20160207:0611,0,0,7.48,11.45,7/2/2016,0.05
20160207:0711,0,0,7.75,11.53,7/2/2016,1.13
20160207:0811,6.32,6.17,8.02,11.6,7/2/2016,5.74
20160207:0911,30.71,11.78,8.28,11.68,7/2/2016,8.01
20160207:1011,45.17,15.77,8.04,11.15,7/2/2016,12.92
20160207:1111,63.24,17.81,7.8,10.62,7/2/2016,13.79
20160207:1211,45.17,17.71,7.56,10.08,7/2/2016,13.84
20160207:1311,46.97,15.46,7.55,10.16,7/2/2016,12.19
20160207:1411,73.62,11.3,7.53,10.24,7/2/2016,11.76
20160207:1511,142.83,5.56,7.51,10.32,7/2/2016,10.01
20160207:1611,0,0,7.12,11.14,7/2/2016,13.32
20160207:1711,0,0,6.73,11.97,7/2/2016,16.64
20160207:1811,0,0,6.34,12.8,7/2/2016,17.18
20160207:1911,0,0,6.19,12.71,7/2/2016,16.8
20160207:2011,0,0,6.04,12.63,7/2/2016,16.24
20160207:2111,0,0,5.9,12.54,7/2/2016,13.79
20160207:2211,0,0,5.81,12.38,7/2/2016,15.04
20160207:2311,0,0,5.73,12.23,7/2/2016,9.29
20160208:0011,0,0,5.65,12.07,8/2/2016,10.02
20160208:0111,0,0,5.66,12.65,8/2/2016,7.99
20160208:0211,0,0,5.67,13.23,8/2/2016,5.24
20160208:0311,0,0,5.68,13.81,8/2/2016,1.16
20160208:0411,0,0,5.4,14.1,8/2/2016,1.4
20160208:0511,0,0,5.12,14.4,8/2/2016,7.32
20160208:0611,0,0,4.83,14.69,8/2/2016,12.32
20160208:0711,0,0,5.28,13.94,8/2/2016,16.17
20160208:0811,20.78,6.44,5.72,13.19,8/2/2016,16.55
20160208:0911,304.44,12.07,6.16,12.44,8/2/2016,16.41
20160208:1011,49.68,16.07,6.31,11.9,8/2/2016,16.56
20160208:1111,228.78,18.12,6.46,11.37,8/2/2016,16.61
20160208:1211,120.43,18.02,6.61,10.83,8/2/2016,16.35
20160208:1311,343.31,15.77,6.6,10.46,8/2/2016,16.1
20160208:1411,92.85,11.6,6.59,10.08,8/2/2016,16.15
20160208:1511,53.11,5.85,6.57,9.71,8/2/2016,16.35
20160208:1611,0,0,6.38,9.51,8/2/2016,15.94
20160208:1711,0,0,6.18,9.31,8/2/2016,17.81
20160208:1811,0,0,5.99,9.12,8/2/2016,17.3
20160208:1911,0,0,5.93,8.82,8/2/2016,17.95
20160208:2011,0,0,5.87,8.53,8/2/2016,15.24
20160208:2111,0,0,5.81,8.23,8/2/2016,15.22
20160208:2211,0,0,5.84,7.74,8/2/2016,12.95
20160208:2311,0,0,5.88,7.24,8/2/2016,9.72
20160209:0011,0,0,5.91,6.74,9/2/2016,-2.65
20160209:0111,0,0,5.77,7.3,9/2/2016,-0.71
20160209:0211,0,0,5.63,7.85,9/2/2016,-0.73
20160209:0311,0,0,5.49,8.4,9/2/2016,-0.02
20160209:0411,0,0,5.45,8.05,9/2/2016,0.04
20160209:0511,0,0,5.42,7.69,9/2/2016,2.79
20160209:0611,0,0,5.39,7.34,9/2/2016,16.98
20160209:0711,0,0,5.44,7.56,9/2/2016,17.81
20160209:0811,107.67,6.72,5.49,7.79,9/2/2016,17.97
20160209:0911,170.71,12.36,5.53,8.01,9/2/2016,17.86
20160209:1011,239.51,16.38,5.56,8.35,9/2/2016,17.73
20160209:1111,110.83,18.44,5.59,8.69,9/2/2016,17.61
20160209:1211,75.88,18.34,5.61,9.03,9/2/2016,17.55
20160209:1311,24.39,16.09,5.48,8.52,9/2/2016,17.68
20160209:1411,145.92,11.9,5.34,8,9/2/2016,17.74
20160209:1511,23.49,6.14,5.2,7.49,9/2/2016,18.02
20160209:1611,0,0,4.91,7.15,9/2/2016,18.29
20160209:1711,0,0,4.61,6.81,9/2/2016,18.86
20160209:1811,0,0,4.32,6.47,9/2/2016,18.8
20160209:1911,0,0,3.79,5.74,9/2/2016,18.65
20160209:2011,0,0,3.26,5.01,9/2/2016,18.48
20160209:2111,0,0,2.74,4.28,9/2/2016,18.18
20160209:2211,0,0,2.68,3.78,9/2/2016,18.33
20160209:2311,0,0,2.63,3.28,9/2/2016,15.99
20160210:0011,0,0,2.57,2.79,10/2/2016,16.39
20160210:0111,0,0,2.4,2.35,10/2/2016,16.03
20160210:0211,0,0,2.23,1.92,10/2/2016,16.03
20160210:0311,0,0,2.06,1.49,10/2/2016,16.02
20160210:0411,0,0,1.62,1.53,10/2/2016,16.15
20160210:0511,0,0,1.19,1.57,10/2/2016,16.2
20160210:0611,0,0,0.75,1.61,10/2/2016,18.85
20160210:0711,0,0,1.43,1.24,10/2/2016,19.64
20160210:0811,24.39,7.01,2.11,0.87,10/2/2016,19.99
20160210:0911,164.16,12.66,2.79,0.5,10/2/2016,20.1
20160210:1011,107.18,16.7,3.58,0.95,10/2/2016,21.75
20160210:1111,95.26,18.76,4.37,1.41,10/2/2016,21.21
